gene_oid,Locus Tag,Gene Product Name,Genome ID,Genome Name,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Add Date,Is Public,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails (GOLD),Alt2. Contact Names (GOLD),Altitude In Meters,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth In Meters,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Funding Year,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal ID,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Is Published,Isolation,Isolation Country,ITS Proposal ID,ITS SP ID,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,NCBI Bioproject Accession,NCBI Biosample Accession,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO Project ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Pubmed ID,Relevance,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,is_ca,is_dab1
2588601571,SXYLSMQ121_2414,hypothetical protein,2588253750,Staphylococcus xylosus SMQ121,,,,2624397,2627045,-,2649,882,CDS,No,No,,9/12/14,Yes,,,2588271650,CP008724,Staphylococcus xylosus SMQ121 : CP008724,2757557.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Canada,150x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Meat food product,_,_,_,No,_,Canada,_,_,_,_,_,_,_,_,_,PRJNA241308,_,_,_,Facultative,_,_,_,_,Staphylococcus xylosus SMQ121,_,_,_,_,_,_,_,_,_,_,Food industry,_,_,_,_,_,_,Complete,"Illumina MiSeq, PacBio RS",_,_,_,Unknown,_,_,False,True
647409640,SLAG_01708,hypothetical protein,647000316,Staphylococcus aureus A8796,,ZP_06929479,,126346,129051,+,2706,901,CDS,No,No,,6/24/10,Yes,,,647016948,NZ_ADJJ01000007,Staphylococcus aureus A8796 cont1.7: NZ_ADJJ01000007,160423.0,0.34,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; bwb@broad.mit.edu,Nikos Kyrpides; Birren B,_,Free living,"Clusters, Singles",Coccus-shaped,_,_,bwb@broad.mit.edu,Birren B,Isolate,Yes,_,"Pneumonia, Septicemia",Host-associated,Human,_,_,_,Heterotroph,_,_,_,39.07x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,_,_,_,_,_,_,_,_,_,_,Nonmotile,PRJNA43715,SAMN02595393,_,_,Facultative,_,Pathogen,_,_,Staphylococcus aureus A8796,_,_,_,_,_,_,_,_,_,22238576,"Human Pathogen, Medical",_,_,_,_,_,_,Complete,"454, Illumina",_,Nonsporulating,Mesophile,Unknown,_,_,False,True
2527032273,SAI2T2_1003300,hypothetical protein,2526164701,Staphylococcus aureus ST228/10497,,,,448524,451229,+,2706,901,CDS,No,No,,6/10/13,Yes,,,2526185097,HE579061,Staphylococcus aureus ST228/10497 : HE579061,2759512.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJEA71345,_,_,_,_,_,_,_,_,Staphylococcus aureus ST228/10497,_,_,_,_,_,_,_,_,_,22720005,_,_,_,_,_,_,_,Complete,_,_,_,_,Unknown,_,_,False,True
637845049,SRU_2057,hypothetical protein,637000250,"Salinibacter ruber M31, DSM 13855",,YP_446163,,2543854,2546307,-,2454,817,CDS,No,No,,10/2/06,Yes,,,637000470,NC_007677,Salinibacter ruber DSM 13855: NC_007677,3551823.0,0.66,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov,Nikos Kyrpides,_,Free living,_,Rod-shaped,_,_,_,_,Isolate,Yes,_,_,Environmental,Aquatic,Salt crystallizer ponds,Non-marine Saline and Alkaline,_,Heterotroph,_,_,"Mallorca, Spain",4x,Level 6: Finished,Whole Genome Sequencing,_,Gram-,Ponds,_,_,_,Yes,Saltern crystallizer ponds in Spain,Spain,_,_,39.776,_,_,3.0203,_,_,Motile,PRJNA16159,SAMN02604045,_,_,Aerobe,_,_,_,_,"Salinibacter ruber M31, DSM 13855",_,_,_,_,_,_,_,_,_,16330755,Biotechnological,Halophile,_,_,_,_,37 C,Complete,_,Unclassified,_,Mesophile,Yes,_,_,False,True
2505959177,hydr_0001.00010870,hypothetical protein,2505679071,Hydrogenobaculum sp. SHO,,,,1008508,1011393,-,2886,961,CDS,No,No,,5/21/11,Yes,,,2505686265,hydr_Contig345,Hydrogenobaculum sp. SHO (Final Finished Sequence) : hydr_Contig345,1552607.0,0.35,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,Ioanna.Pagani@thermofisher.com,Ioanna Pagani,timmcder@montana.edu,Timothy McDermott,_,Free living,_,Rod-shaped,_,_,timmcder@montana.edu,Timothy McDermott,Isolate,Yes,_,_,Engineered,Unclassified,_,_,_,_,DD,2007,_,30x,Level 6: Finished,Whole Genome Sequencing,50015,Gram-,Fresh water,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,Motile,PRJNA53951,SAMN02769645,_,_,Aerobe,_,_,16086,_,Hydrogenobaculum sp. SHO,_,_,_,_,_,_,_,_,_,23435891,Biotechnological,_,_,_,_,_,_,Complete,"454, Illumina",_,Nonsporulating,Thermophile,Unknown,_,_,False,True
2637189994,Ga0078648_11153,hypothetical protein,2636415591,Staphylococcus aureus CA12 GCA_001045795.1,,,,1036,3741,-,2706,901,CDS,No,No,,10/21/15,Yes,,,2636436705,Ga0078648_1115,Staphylococcus aureus CA12 : Ga0078648_1115,11878.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA246373,SAMN02767090,_,_,_,_,_,_,_,Staphylococcus aureus CA12,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,Unknown,_,_,False,True
2730148880,Ga0175686_112463,hypothetical protein,2728369361,Staphylococcus lugdunensis FDAARGOS_143,,,,2529558,2532128,-,2571,856,CDS,No,No,,4/28/17,Yes,,,2728434662,Ga0175686_11,Staphylococcus lugdunensis FDAARGOS_143 : Ga0175686_11,2613826.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,_,_,_,_,_,_,USA: Washington DC,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,Abscess,USA,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03996287,_,_,_,_,_,_,_,Staphylococcus lugdunensis FDAARGOS_143,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2685142392,Ga0123688_11345,hypothetical protein,2684622630,Staphylococcus aureus BB155,,,,393547,396252,+,2706,901,CDS,No,No,,7/12/16,Yes,,,2684634931,Ga0123688_11,Staphylococcus aureus BB155 : Ga0123688_11,2778079.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJEB9500,SAMEA3432862,_,_,_,_,_,_,_,Staphylococcus aureus BB155,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Complete,_,_,_,_,_,_,_,False,True
2688387120,Ga0125210_11413,hypothetical protein,2687453339,Staphylococcus aureus NZAK3,,,,460333,463038,+,2706,901,CDS,No,No,,7/27/16,Yes,,,2687453880,Ga0125210_11,Staphylococcus aureus NZAK3 : Ga0125210_11,2831681.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,Skin,_,_,_,_,_,_,_,_,_,_,PRJEB12333,SAMEA3733527,_,_,_,_,_,_,_,Staphylococcus aureus NZAK3,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,Complete,_,_,_,_,_,_,_,False,True
2511705793,GTCCBUS3UF5_5570,hypothetical protein,2511231121,Geobacillus thermoleovorans CCB_US3_UF5,GK0443,,,532554,535166,+,2613,870,CDS,No,No,,2/28/12,Yes,,,2511244531,NC_016593,Geobacillus thermoleovorans CCB_US3_UF5 : NC_016593,3596620.0,0.52,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; luqman@ccbusm.edu.my,Nikos Kyrpides; Muhd Sakaff MK,_,Free living,_,Rod-shaped,_,_,luqman@ccbusm.edu.my,Muhd Sakaff MK,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,_,_,_,"Ulu Slim hot spring, Perak, Malaysia",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,"Aquatic, Hot spring",_,_,_,Yes,"Ulu Slim hot spring, Perak, Malaysia",Malaysia,_,_,4.807,_,_,100.8,_,_,_,PRJNA76489,_,_,_,_,_,_,_,_,Geobacillus thermoleovorans CCB_US3_UF5,_,_,_,_,_,_,_,_,_,22328744,_,_,_,_,_,_,_,Complete,_,Unclassified,_,Thermophile,Unknown,_,_,False,True
2506377430,HydHO_0535,hypothetical protein,2506210034,Hydrogenobaculum sp. HO,,,,469249,472134,+,2886,961,CDS,No,No,,5/28/11,Yes,,,2506229425,Contig477,Hydrogenobaculum sp. HO ((Finished QAed)) : Contig477,1552931.0,0.35,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,timmcder@montana.edu,Timothy McDermott,_,Free living,_,Rod-shaped,_,_,timmcder@montana.edu,Timothy McDermott,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,_,DD,2007,Yellowstone National Park,_,Level 6: Finished,Whole Genome Sequencing,50015,Gram-,"Fresh water, Sediment",_,_,_,Yes,"Acidic geothermal spring sediment, Yellowstone National Park",USA,_,_,_,_,_,_,_,_,Motile,PRJNA41741,SAMN02232031,_,_,Aerobe,_,_,16085,_,Hydrogenobaculum sp. HO,_,_,_,_,_,_,_,_,_,23435891,Biotechnological,_,_,_,_,_,_,Complete,_,Unclassified,Nonsporulating,Thermophile,Unknown,_,_,False,True
637887080,SAUSA300_0426,hypothetical protein,637000280,Staphylococcus aureus aureus USA300_FPR3757,,YP_493139,,479079,481784,+,2706,901,CDS,No,No,,10/2/06,Yes,,,637000499,NC_007793,Staphylococcus aureus subsp. aureus USA300: NC_007793,2872769.0,0.33,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,bdiep@epi-center.ucsf.edu; nckyrpides@lbl.gov,Diep BA; Nikos Kyrpides,_,Free living,"Clusters, Pairs, Singles",Coccus-shaped,_,_,bdiep@epi-center.ucsf.edu,Diep BA,Isolate,Yes,_,"Pneumonia, Septicemia",Host-associated,Human,_,_,_,Heterotroph,_,_,"San Francisco General Hospital, San Francisco, CA, USA",9.3x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,isolated by the Clinical Laboratory of the San Francisco General Hospital. The strain was isolated from the wrist abscess of a 36-year-old HIV-positive white man with a history of injection drug use,_,_,_,_,_,_,_,_,_,Nonmotile,PRJNA16313,SAMN02604150,_,_,Facultative,_,"Meticillin resistant, Pathogen",_,_,Staphylococcus aureus aureus USA300_FPR3757,_,_,_,_,_,_,_,_,_,16517273,"Human Pathogen, Medical",_,_,_,_,_,_,Complete,_,_,Nonsporulating,Mesophile,Unknown,_,_,False,True
2677723160,Ga0123634_122454,hypothetical protein,2675903376,Staphylococcus haemolyticus S167,,,,2422098,2424668,-,2571,856,CDS,No,No,,6/15/16,Yes,,,2675968152,Ga0123634_12,Staphylococcus haemolyticus S167 : Ga0123634_12,2549338.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,Yes,leaf vegetable,South Korea,_,_,_,_,_,_,_,_,_,PRJNA306712,SAMN04361561,_,_,_,_,_,_,_,Staphylococcus haemolyticus S167,_,_,_,_,_,_,_,_,_,27313306,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina MiSeq",_,_,_,_,_,_,False,True
2573313340,M399_05930,hypothetical protein,2571042669,Staphylococcus aureus S123,,,,390226,392931,+,2706,901,CDS,No,No,,5/26/14,Yes,,,2571136391,AUPU01000003,Staphylococcus aureus S123 : AUPU01000003,425533.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Animal,Fecal,Digestive system,_,_,_,_,_,650.0x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Sus scrofa,Yes,_,Netherlands,_,_,_,_,_,_,_,_,_,PRJNA207812,SAMN02469811,_,_,_,_,_,_,_,Staphylococcus aureus S123,_,_,_,_,_,_,_,_,_,23990588,Medical,_,_,_,_,_,_,Complete,Illumina HiSeq,Unclassified,_,_,Unknown,_,_,False,True
2668537404,Ga0115427_112087,hypothetical protein,2667527547,Algoriphagus sp. M8-2,,,,2388315,2390810,+,2496,831,CDS,No,No,,5/7/16,Yes,,,2667542007,Ga0115427_11,Algoriphagus sp. M8-2 : Ga0115427_11,3882610.0,0.41,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJNA296932,SAMN04111281,_,_,_,_,_,_,_,Algoriphagus sp. M8-2,_,_,_,_,_,_,_,_,_,27174266,Environmental,_,_,_,_,_,_,Complete,Illumina MiSeq,_,_,_,_,_,_,False,True
651187190,SAT0131_00491,UPF0753 protein,651053069,Staphylococcus aureus aureus T0131,,AEB87584,,488243,490948,+,2706,901,CDS,No,No,,8/22/11,Yes,,,651053085,CP002643,Staphylococcus aureus subsp. aureus T0131: CP002643,2913900.0,0.33,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; wanglei@nankai.edu.cn,Nikos Kyrpides; Lei Wang,_,Free living,"Clusters, Singles",Coccus-shaped,_,_,wanglei@nankai.edu.cn,Lei Wang,Isolate,Yes,_,"Pneumonia, Septicemia",Host-associated,Human,Unclassified,Unclassified,_,_,_,_,"Tianjin, China",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,87 year-old patient,China,_,_,39.136,_,_,117.209,_,_,Nonmotile,PRJNA65323,_,_,_,Facultative,_,Pathogen,_,_,Staphylococcus aureus aureus T0131,_,_,_,_,_,_,_,_,_,21551295,"Human Pathogen, Medical",_,_,_,_,_,_,Complete,_,Unclassified,Nonsporulating,Mesophile,Unknown,_,_,False,True
2665269833,Ga0111737_11404,hypothetical protein,2663763004,Staphylococcus aureus 79_S10,,,,453249,455954,+,2706,901,CDS,No,No,,4/20/16,Yes,,,2663805934,Ga0111737_11,Staphylococcus aureus 79_S10 : Ga0111737_11,2726524.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA274731,SAMN03339013,_,_,_,_,_,_,_,Staphylococcus aureus 79_S10,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina MiSeq,_,_,_,_,_,_,False,True
646992532,SATW20_05220,hypothetical protein,646862344,Staphylococcus aureus aureus TW20 0582,,CBI48401,,549155,551860,+,2706,901,CDS,No,No,,6/24/10,Yes,,,646862418,FN433596,Staphylococcus aureus subsp. aureus TW20: FN433596,3043210.0,0.33,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,Ioanna.Pagani@thermofisher.com,Ioanna Pagani,ipagani@lbl.gov,Ionna Pagani,_,Free living,"Clusters, Singles",Coccus-shaped,_,_,_,_,Isolate,Yes,_,"Endocarditis, Meningitis, Osteomyelitis, Pneumonia, Septicemia",Host-associated,Unclassified,Unclassified,Unclassified,_,_,_,_,_,13.3x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,Human and animal respiratory tract,_,_,_,_,_,_,_,_,_,Nonmotile,PRJEA36647,_,_,_,Facultative,_,Pathogen,_,_,Staphylococcus aureus aureus TW20 0582,_,_,_,_,_,_,_,_,_,19948800,"Human Pathogen, Medical",_,_,Airways,Respiratory tract,_,_,Complete,Sanger,Unclassified,Nonsporulating,Mesophile,Unknown,_,_,False,True
2656513157,Ga0111355_11377,hypothetical protein,2654587991,Staphylococcus aureus RKI4,,,,423510,426215,+,2706,901,CDS,No,No,,3/14/16,Yes,,,2654629139,Ga0111355_11,Staphylococcus aureus RKI4 null replaces 98251 : Ga0111355_11,2725654.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA284222,SAMN03699895,_,_,_,_,_,_,_,Staphylococcus aureus RKI4,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
651255105,THI_0132,conserved hypothetical protein,651053077,Thiomonas arsenitoxydans 3As,,CAZ86888,,134702,137815,+,3114,1037,CDS,No,No,,8/22/11,Yes,,,651053126,FP475956,Thiomonas sp. str. 3As chromosome: FP475956,3738778.0,0.64,,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; vbarbe@genoscope.cns.fr,Nikos Kyrpides; Barbe V,_,Free living,_,_,_,_,vbarbe@genoscope.cns.fr,Barbe V,Isolate,Yes,_,_,Environmental,Terrestrial,Mine,Geologic,_,_,_,_,"France, Gard, Carnoul?s",_,Level 6: Finished,Whole Genome Sequencing,_,Gram-,_,_,_,_,No,acid mine drainage,France,_,_,_,_,_,_,_,_,_,PRJEA50687,_,_,_,_,_,"Arsenic metabolizer, Detoxification",_,_,Thiomonas arsenitoxydans 3As,_,_,_,_,_,_,_,_,_,_,Biotechnological,_,_,_,_,_,30 C,Complete,_,Unclassified,_,Mesophile,Yes,_,_,False,True
2558533721,STP1_1523,hypothetical protein,2558309060,Staphylococcus pasteuri SP1,,,,1612673,1615246,+,2574,857,CDS,No,No,,2/26/14,Yes,,,2558315292,CP004014,Staphylococcus pasteuri SP1 : CP004014,2559946.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,Heterotroph,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA184845,SAMN02603493,_,_,_,_,_,_,_,Staphylococcus pasteuri SP1,_,_,_,_,_,_,_,_,_,_,"Agricultural, Medical",_,_,_,_,_,_,Complete,_,_,_,_,Unknown,_,_,False,True
2657698596,Ga0106709_11497,hypothetical protein,2657245002,Staphylococcus aureus NRS106 GCA_001018655.1,,,,560944,563649,+,2706,901,CDS,No,No,,3/23/16,Yes,,,2657255209,Ga0106709_11,Staphylococcus aureus NRS106 : Ga0106709_11,2697632.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03255445,_,_,_,_,_,_,_,Staphylococcus aureus NRS106,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2588607546,BE24_13005,hypothetical protein,2588253752,Staphylococcus xylosus HKUOPL8,,,,2665801,2668449,+,2649,882,CDS,No,No,,9/12/14,Yes,,,2588271654,CP007208,Staphylococcus xylosus HKUOPL8 : CP007208,2836901.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,Clusters,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Hong Kong,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Feces,_,_,Ailuropoda melanoleuca,No,Feces of Giant Panda,Hong Kong,_,_,22.403388,_,_,114.124068,_,_,_,PRJNA237847,SAMN02639856,_,_,Facultative,_,_,_,_,Staphylococcus xylosus HKUOPL8,_,_,_,_,_,_,_,_,_,_,Medical,_,_,Gastrointestinal tract,Intestinal tract,_,_,Complete,_,_,_,_,Unknown,_,_,False,True
2691669059,Ga0133534_113234,hypothetical protein,2690315955,Anoxybacillus sp. B7M1,,,,3181109,3183724,-,2616,871,CDS,No,No,,8/11/16,Yes,,,2690322811,Ga0133534_11,Anoxybacillus sp. B7M1 : Ga0133534_11,3814080.0,0.43,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,Germany: Bruschal,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,Geothermal Isolate,Germany,_,_,_,_,_,_,_,_,_,PRJNA314079,SAMN04528789,_,_,_,_,_,_,_,Anoxybacillus sp. B7M1,_,_,_,_,_,_,_,_,_,_,Environmental,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
